,Hotel_Name,Price,Room_type,Location,City,No. of Reviews,Rating,Distance from centre (km),Breakfast,Cancellation
982,Shakun Hotels And Resorts,6799,Deluxe Double or Twin Room,"C Scheme, Jaipur",Jaipur,294,7.4,1.6,Not included,No Free cancellation
983,Sarovar Portico Jaipur,5580,Premium Room with King bed and 2 Pints of Beer and 20% Discount on FNB,"Vaishali Nagar, Jaipur",Jaipur,317,7.4,6.6,Not included,No Free cancellation
984,Trident Jaipur,17000,Deluxe Garden View Room With Balcony,"Amer Fort Road, Jaipur",Jaipur,0,8.7,5.2,Not included,No Free cancellation
985,Haveli Kalwara - A Heritage Hotel,3849,Deluxe Room,"M.I. Road, Jaipur",Jaipur,530,8.1,45.0,Breakfast included,Free cancellation
986,Vesta Maurya Palace,5635,Royal Deluxe,"C Scheme, Jaipur",Jaipur,90,7.0,0.6,Not included,No Free cancellation
987,Girisadan Boutique Hotel,9250,Superior Double Room,Jaipur,Jaipur,136,9.6,2.1,Not included,Free cancellation
988,FabHotel Tipsyy Inn Suites,1526,Deluxe Room,"Adarsh Nagar, Jaipur",Jaipur,63,6.9,1.2,Not included,No Free cancellation
989,FabExpress Anuja,1097,Deluxe Room,"Bani Park, Jaipur",Jaipur,147,7.0,2.2,Not included,No Free cancellation
990,FabHotel The Bayan Elegance,1415,Deluxe Room,Jaipur,Jaipur,6,6.8,8.3,Not included,No Free cancellation
991,The Leela Palace Jaipur,32500,Palace Room,"Amer, Jaipur",Jaipur,770,9.3,16.0,Breakfast included,No Free cancellation
992,FabHotel Four Boutique,1661,Deluxe Room,"Shyam Nagar, Jaipur",Jaipur,11,6.5,5.5,Not included,No Free cancellation
993,Hotel Vimal Heritage,3600,Royal Deluxe Double or Twin Room,"Bani Park, Jaipur",Jaipur,177,8.0,3.4,Not included,No Free cancellation
994,Kurki House By Elite,4550,Standard Double Room,Jaipur,Jaipur,0,7.0306546644844525,8.1,Not included,No Free cancellation
995,Milestone 251,3471,Premium Double Room,"Bani Park, Jaipur",Jaipur,120,8.2,2.9,Not included,No Free cancellation
996,Virasat Mahal Heritage Hotel,2464,Deluxe Double Room-,"Amer Fort Road, Jaipur",Jaipur,194,7.8,2.0,Not included,No Free cancellation
997,Shahar Palace,1850,Deluxe Double or Twin Room,"Civil Lines, Jaipur",Jaipur,144,7.5,3.2,Not included,Free cancellation
998,Krishna Palace - A Heritage Hotel,2720,Standard Quadruple Non AC Room,"Bani Park, Jaipur",Jaipur,608,7.1,3.2,Not included,No Free cancellation
999,FabHotel The Wind Palace,2337,Deluxe Room,"Amer Fort Road, Jaipur",Jaipur,32,8.1,3.0,Not included,No Free cancellation
1000,Treebo Pink City Grand,1980,Standard Double Room,"Malviya Nagar, Jaipur",Jaipur,91,7.1,7.3,Breakfast included,No Free cancellation
1001,Leisure Inn Grand Chanakya,4679,Standard Double Room,"M.I. Road, Jaipur",Jaipur,187,5.8,0.8,Not included,No Free cancellation
1002,Rawla Mrignayani Palace,1999,Superior Double or Twin Room,"Amer Fort Road, Jaipur",Jaipur,263,7.5,2.2,Not included,Free cancellation
1003,Hotel Cedar,3360,Deluxe King Room,Jaipur,Jaipur,44,7.5,2.6,Breakfast included,Free cancellation
1004,FabHotel Bhanwar Niwas,1073,Deluxe Room,Jaipur,Jaipur,8,7.3,12.0,Not included,No Free cancellation
1005,"ITC Rajputana, a Luxury Collection Hotel, Jaipur",18500,Double Room - No View/Executive Club,Jaipur,Jaipur,713,8.5,2.5,Breakfast included,No Free cancellation
1006,"Surya Haveli , Amer Fort Jaipur",8189,Deluxe Double Room,"Amer, Jaipur",Jaipur,63,8.7,8.8,Not included,No Free cancellation
1007,Whispering Palms Hotel Jaipur,2339,Superior Room,Jaipur,Jaipur,8,7.1,7.3,Not included,No Free cancellation
1008,Ved A Boutique Stay,1440,Deluxe Room,"Civil Lines, Jaipur",Jaipur,41,9.3,4.1,Not included,No Free cancellation
1009,Gypsy Monkey,1260,Deluxe Room,"Station Road, Jaipur",Jaipur,0,8.2,1.9,Not included,No Free cancellation
1010,FabHotel Prime The Wish,3322,Deluxe Room,"Malviya Nagar, Jaipur",Jaipur,32,8.1,7.7,Not included,No Free cancellation
1011,Colonel's Abbey First Floor,5360,Three-Bedroom Apartment,Jaipur,Jaipur,0,7.0306546644844525,4.4,Breakfast included,No Free cancellation
1012,The Lalit Jaipur,8706,"Premium King Room- Avail 10% Discount on F&B,SPA & Laundry Facilities",Jaipur,Jaipur,267,6.9,8.5,Breakfast included,No Free cancellation
1013,FabExpress Travelers Lodge,1108,Deluxe Double Room,Jaipur,Jaipur,52,6.6,7.0,Not included,No Free cancellation
1014,GiriSadan Organic Farm Retreat & Botanical Forest,7750,Family Room with Garden View,Jaipur,Jaipur,23,9.5,12.0,Not included,No Free cancellation
1015,"Click Hotel Jaipur, Raja Park",2360,"Executive Room - 10% off on Laundry, 10% off on F&B, Complimentary Drivers accommodation","Raja Park, Jaipur",Jaipur,59,7.4,2.9,Not included,No Free cancellation
1016,FabHotel Umrao Haveli with Pool,1344,Deluxe Room,Jaipur,Jaipur,29,7.9,9.3,Not included,No Free cancellation
1017,Hotel kawa,1728,Deluxe Double Room,"Amer Fort Road, Jaipur",Jaipur,7,8.7,3.7,Not included,Free cancellation
1018,35 Sahakar Suites-A Luxury Aparthotel in Jaipur,4364,Deluxe Double Room,Jaipur,Jaipur,14,8.9,3.3,Not included,No Free cancellation
1019,The Grand Anukampa Inn Pink City,3999,Studio Apartment,"Shyam Nagar, Jaipur",Jaipur,84,8.0,5.1,Not included,Free cancellation
1020,FabHotel Signature Inn,1191,Deluxe Room,"Malviya Nagar, Jaipur",Jaipur,74,7.0,7.8,Not included,No Free cancellation
1021,Jwala Niketan Eco Homestay,1240,Double Room with Private Bathroom,Jaipur,Jaipur,17,8.2,1.8,Not included,No Free cancellation
1022,Golden Manor By Brand My Hotel,4144,Twin Room,"Bani Park, Jaipur",Jaipur,52,7.2,2.5,Breakfast included,No Free cancellation
1023,FabHotel Blooming Beds Pearl,1490,Deluxe Room,"Malviya Nagar, Jaipur",Jaipur,2,8.5,7.6,Not included,No Free cancellation
1024,HOTEL SNOOZE,1701,Superior Double Room,Jaipur,Jaipur,25,8.2,9.7,Not included,No Free cancellation
1025,Umaid Haveli-A Heritage Style Hotel & Resort,7650,Royal Deluxe- Enjoy 20% Discount of Spa Services ,"Amer, Jaipur",Jaipur,487,7.8,14.0,Breakfast included,Free cancellation
1026,Nirwana Hometel Jaipur- A Sarovar Hotel,4406,Superior Twin Room,"Bani Park, Jaipur",Jaipur,148,7.7,2.2,Not included,No Free cancellation
1027,"Holiday Inn Jaipur City Centre, an IHG Hotel",11500,Standard King Room - Smoking,Jaipur,Jaipur,0,8.1,2.9,Not included,No Free cancellation
1028,Sajjan Niwas,2700,Super Deluxe Double Room,"Bani Park, Jaipur",Jaipur,372,7.7,2.8,Not included,No Free cancellation
1029,Vienna- A Boutique Hotel,2099,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,46,7.8,8.4,Not included,No Free cancellation
1030,"Treebo Rockland, Jaipur",1512,Standard Double Room,Jaipur,Jaipur,60,7.5,6.2,Breakfast included,No Free cancellation
1031,Blue Beds Hostel,2900,Deluxe Double Room,"C Scheme, Jaipur",Jaipur,851,8.8,2.7,Not included,Free cancellation
1032,Hotel Sugan Niwas Palace,3150,Superior Double Room,Jaipur,Jaipur,494,7.1,1.8,Not included,Free cancellation
1033,Townhouse Mansarovar Sumer Nagar,971,Standard Double Room,Jaipur,Jaipur,13,7.6,10.0,Not included,Free cancellation
1034,Hotel Saaj Mansion,2000,Deluxe Double Room,Jaipur,Jaipur,54,8.9,6.4,Not included,No Free cancellation
1035,FabHotel Shree Villas,2093,Deluxe Room,Jaipur,Jaipur,129,6.9,7.7,Not included,No Free cancellation
1036,"7 Apple Hotel Jal Mahal, Jaipur",4977,Deluxe Twin Room,"Amer Fort Road, Jaipur",Jaipur,46,8.5,2.9,Not included,No Free cancellation
1037,All Seasons Homestay,4640,Heritage classic room,"Ajmer Road, Jaipur",Jaipur,480,9.5,2.0,Breakfast included,No Free cancellation
1038,Treebo Bliss,2649,Standard Double Room,"Raja Park, Jaipur",Jaipur,89,7.5,3.0,Breakfast included,No Free cancellation
1039,Suryaa Villa - A Boutique Heritage Hotel,7500,Deluxe Double with sit-out ,"Adarsh Nagar, Jaipur",Jaipur,496,8.3,1.9,Breakfast included,No Free cancellation
1040,Madhav's Mallet,2080,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,125,8.9,7.5,Not included,No Free cancellation
1041,FabHotel Shekhawati Palace,1353,Deluxe Room,Jaipur,Jaipur,73,7.1,3.2,Not included,No Free cancellation
1042,Laxmi Palace Heritage Boutique Hotel,8190,Family Room Free Pick up on Arrival only from Train or Bus station (8am-8pm),Jaipur,Jaipur,0,8.2,1.8,Not included,No Free cancellation
1043,Golden Tulip Jaipur,8749,Deluxe Room,"C Scheme, Jaipur",Jaipur,524,7.6,1.1,Not included,No Free cancellation
1044,FabHotel Resolute Gopalpura,1465,Deluxe Room,Jaipur,Jaipur,45,6.8,5.7,Not included,No Free cancellation
1045,Hotel Singhasan House,1709,Deluxe Double Room,"Bani Park, Jaipur",Jaipur,259,8.0,2.8,Breakfast included,No Free cancellation
1046,"Regenta Place Jaipur Sirsi Road, Opp Alankar PG College",2349,Superior Double Room,Jaipur,Jaipur,1,10.0,9.8,Not included,No Free cancellation
1047,FabHotel Fly View,1095,Deluxe Room,Jaipur,Jaipur,166,7.0,10.0,Not included,No Free cancellation
1048,TOURIST INN,1399,Deluxe Double Room with Balcony,"C Scheme, Jaipur",Jaipur,262,7.8,45.0,Not included,No Free cancellation
1049,FabHotel The Castle Homestay,2513,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,38,6.7,7.3,Not included,No Free cancellation
1050,Shalom Backpackers Jaipur,1499,Deluxe Double Room,Jaipur,Jaipur,1,10.0,1.8,Not included,Free cancellation
1051,Hotel Sweet Dream,1999,Deluxe Room,Jaipur,Jaipur,315,7.9,35.0,Not included,No Free cancellation
1052,FabHotel Aqua,1600,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,17,4.6,7.8,Not included,No Free cancellation
1053,Hotel Narain Niwas Palace,12222,"Standard Double Room-  Free early check in by 3 hours (subject to room availability),Complimentary welcome drink,10% discount on Food in Imperial Lancers,10% discount on SPA",Jaipur,Jaipur,244,7.9,2.1,Breakfast included,No Free cancellation
1054,Pink Hotel Grand Anukampa,3329,King Studio,"Shyam Nagar, Jaipur",Jaipur,33,8.8,5.1,Not included,No Free cancellation
1055,FabHotel Gitanjali,2215,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,89,8.1,6.9,Not included,No Free cancellation
1056,Bebo's Abode,2815,Two-Bedroom Apartment,Jaipur,Jaipur,0,7.0306546644844525,12.0,Not included,No Free cancellation
1057,FabHotel Rushank Palace,1112,Deluxe Room,Jaipur,Jaipur,22,7.0,8.2,Not included,No Free cancellation
1058,Anandmai Heritage Homestay - Jaipur,3038,Triple Room with Balcony,Jaipur,Jaipur,3,10.0,2.9,Not included,No Free cancellation
1059,FabHotel Rushank Residency,1477,Deluxe Room,Jaipur,Jaipur,20,7.4,7.0,Not included,No Free cancellation
1060,FabHotel 7th Crossing Malviya Nagar,2196,Deluxe Room,Jaipur,Jaipur,102,7.9,10.0,Not included,No Free cancellation
1061,Royal Rawal - Luxury Boutique Hotel,3825,Standard King Room,"Vaishali Nagar, Jaipur",Jaipur,21,7.1,7.9,Not included,No Free cancellation
1062,ArtBuzz Jaipur,1999,Deluxe Double Room,"Civil Lines, Jaipur",Jaipur,265,8.1,3.0,Not included,No Free cancellation
1063,Jai Villa - A Boutique Hotel,2754,Standard Double or Twin Room,"Amer Fort Road, Jaipur",Jaipur,73,8.9,3.0,Not included,Free cancellation
1064,FabHotel V Five,1379,Superior Double Room,Jaipur,Jaipur,5,7.6,15.0,Not included,No Free cancellation
1065,"Royal Orchid Central Jaipur, Bani Park",4861,Deluxe Double or Twin Room,"Bani Park, Jaipur",Jaipur,92,6.5,2.5,Not included,No Free cancellation
1066,AnandMai - Sustainable Living Spaces,2000,Deluxe Double Room,Jaipur,Jaipur,474,9.2,2.9,Not included,No Free cancellation
1067,Studio apartmnt w kitchenette & Infinity Pool,2248,Studio,Jaipur,Jaipur,3,7.0,5.1,Not included,No Free cancellation
1068,FabHotel Padmawati Palace,1847,Deluxe Room,Jaipur,Jaipur,8,7.6,7.6,Not included,No Free cancellation
1069,Om Niwas Suite Hotel,5000,Luxury Suite,"Bani Park, Jaipur",Jaipur,124,8.5,3.3,Not included,No Free cancellation
1070,Hotel Metropolitan,999,Deluxe Double Room,"Station Road, Jaipur",Jaipur,6,3.7,1.9,Not included,No Free cancellation
1071,Raffles Jaipur,55000,"Landmark Room with King Bed ( 1+1 at Spa on Bespoke Wellness Experiences once during the Stay, Happy Hours 1+1 at Writer from 6-7 PM on Selected Beverages, Hi-Tea 1+1 at Safir from 4-6 PM once during the stay. 10% Discount on F&B & Soft Beverages)","Amer, Jaipur",Jaipur,5,9.4,14.0,Breakfast included,No Free cancellation
1072,FabHotel Prime Rudra,1849,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,41,7.3,6.6,Not included,No Free cancellation
1073,Treebo Natraj - Jaipur,4609,Superior Double Room,Jaipur,Jaipur,100,7.0,1.9,Breakfast included,No Free cancellation
1074,Amer Valley,3360,Superior Double Room,"Amer Fort Road, Jaipur",Jaipur,21,6.5,6.3,Not included,No Free cancellation
1075,OYO 76133 Hotel Jindagi,713,Classic Triple Room,Jaipur,Jaipur,11,10.0,11.0,Not included,Free cancellation
1076,"The Fern Habitat, Jaipur",5800,Double Room,"Shyam Nagar, Jaipur",Jaipur,138,6.7,5.1,Not included,No Free cancellation
1077,Madpackers Jaipur,2347,Superior Twin Room,"Amer Fort Road, Jaipur",Jaipur,246,9.1,1.8,Breakfast included,No Free cancellation
1078,Treebo Maharaja Residency,1738,Standard Double Room,Jaipur,Jaipur,77,7.1,6.8,Breakfast included,No Free cancellation
1079,Tipsyy Inn & Suites Jaipur,1604,Deluxe Double Room,"Adarsh Nagar, Jaipur",Jaipur,30,5.0,1.2,Not included,Free cancellation
1080,Ginger Jaipur,3799,Standard Room,Jaipur,Jaipur,110,7.0,3.6,Not included,No Free cancellation
1081,"Studio Vachi , City Centre Location",3645,One-Bedroom Apartment,"Ajmer Road, Jaipur",Jaipur,37,9.3,2.3,Not included,Free cancellation
1082,Hotel HS Inn Swiming Pool Room,3000,Twin Room,"Malviya Nagar, Jaipur",Jaipur,0,7.0306546644844525,7.1,Not included,Free cancellation
1083,Hotel O Govindam Palaza,856,Classic Triple Room,Jaipur,Jaipur,87,5.3,2.6,Not included,Free cancellation
1084,Collection O Sindhi Camp Jaipur,925,Deluxe Triple Room,"Sansar Chandra Road, Jaipur",Jaipur,6,4.8,1.7,Not included,Free cancellation
1085,Umaid Residency - A Regal Heritage Home,4760,Deluxe Double Room,"Amer, Jaipur",Jaipur,187,7.5,14.0,Not included,Free cancellation
1086,Spree Hotel Jaipur,5703,Suite,"Bani Park, Jaipur",Jaipur,32,7.7,2.9,Not included,No Free cancellation
1087,House of Backpackers,2199,Double Room with Private Bathroom,"M.I. Road, Jaipur",Jaipur,114,8.9,0.9,Not included,No Free cancellation
1088,Hotel angels paradise Ezzah haveli,1343,Deluxe Double Room with Balcony,Jaipur,Jaipur,65,8.4,1.8,Not included,No Free cancellation
1089,KK Royal Hotel & Convention Centre,5602,Deluxe Double or Twin Room,"Amer, Jaipur",Jaipur,39,7.2,9.3,Not included,No Free cancellation
1090,Townhouse Cm Palace,1142,Deluxe Triple Room,Jaipur,Jaipur,29,8.0,9.9,Not included,Free cancellation
1091,Hotel Classic Inn Jaipur,1750,Deluxe Double or Twin Room,Jaipur,Jaipur,455,7.9,2.6,Not included,Free cancellation
1092,Alila Fort Bishangarh Jaipur - A Hyatt Brand,27650,King Room,Jaipur,Jaipur,184,8.6,45.0,Breakfast included,No Free cancellation
1093,Hotel Raya Inn,2845,Deluxe Double Room,"Station Road, Jaipur",Jaipur,111,6.9,2.9,Not included,No Free cancellation
1094,Gems Suites-A Boutique Stay,2128,Deluxe King Room,"Bani Park, Jaipur",Jaipur,217,8.9,2.4,Not included,No Free cancellation
1095,Royal Heritage Haveli,17010,Twin Room,Jaipur,Jaipur,361,9.1,7.1,Breakfast included,No Free cancellation
1096,FabHotel Moon Light Palace,1368,Deluxe Room,"Vaishali Nagar, Jaipur",Jaipur,11,6.8,6.7,Not included,No Free cancellation
1097,"Hotel Royal Orchid Jaipur, Tonk Road",8936,Deluxe Room,"Tonk Road, Jaipur",Jaipur,189,8.1,8.3,Not included,No Free cancellation
1098,Hotel Bhaskar,3049,Deluxe Room,"Tonk Road, Jaipur",Jaipur,19,7.9,8.7,Not included,No Free cancellation
1099,Hotel Radoli House - A Heritage Hotel,3000,Standard Double Room,"Bani Park, Jaipur",Jaipur,23,8.0,3.2,Not included,No Free cancellation
1100,The Livin,3640,Double Room with Mountain View,Jaipur,Jaipur,30,7.9,3.2,Not included,No Free cancellation
1101,DoubleTree By Hilton Jaipur Amer,12200,King Room,"Amer, Jaipur",Jaipur,779,8.4,16.0,Not included,No Free cancellation
1102,Jwala Niketan JAIPUR,932,Double Room with Private Bathroom,"Sansar Chandra Road, Jaipur",Jaipur,91,8.9,1.7,Not included,Free cancellation
1103,Hotel O Rameshwaram,739,Classic Triple Room,Jaipur,Jaipur,18,7.9,8.6,Not included,Free cancellation
1104,Hotel Ratangarh Palace,2799,Deluxe Room,"Ajmer Road, Jaipur",Jaipur,29,7.0,2.1,Not included,No Free cancellation
1105,Hotel Bony Sunrise,1340,Deluxe Room,"Raja Park, Jaipur",Jaipur,28,7.0,2.9,Breakfast included,Free cancellation
1106,Ikaki Niwas - A Heritage Boutique Hotel,9500,Luxury Room,Jaipur,Jaipur,31,9.5,3.6,Breakfast included,No Free cancellation
1107,"The Wall Street Beacon, Jaipur",4814,Double Room,"M.I. Road, Jaipur",Jaipur,28,8.0,0.5,Not included,No Free cancellation
1108,"Red Fox by Lemon Tree Hotels, Jaipur",4241,Executive Suite,Jaipur,Jaipur,47,7.1,5.8,Not included,No Free cancellation
1109,Hotel Jaisingh Palace,2200,Deluxe Double or Twin Room,"M.I. Road, Jaipur",Jaipur,84,8.3,1.0,Not included,Free cancellation
1110,Flute Boutique by Hotel 91,6554,Premier Double Room,Jaipur,Jaipur,704,8.2,2.3,Not included,No Free cancellation
1111,Hotel Indo Prime,4254,Superior King Room,"M.I. Road, Jaipur",Jaipur,250,6.9,50.0,Not included,No Free cancellation
1112,Palm Stay - Studios & Rooms,2979,Deluxe Double Room with Balcony,"Shyam Nagar, Jaipur",Jaipur,14,7.7,5.9,Not included,No Free cancellation
1113,Barwara Kothi,6660,Super Deluxe Double or Twin Room,"Civil Lines, Jaipur",Jaipur,38,8.9,2.9,Breakfast included,No Free cancellation
1114,Chitra Katha - A Story Per Stay,3050,Triple Room,"Ajmer Road, Jaipur",Jaipur,92,7.5,2.1,Not included,No Free cancellation
1115,Kalyan Heritage,1950,Standard Double Room with Fan,Jaipur,Jaipur,103,7.3,11.0,Not included,Free cancellation
1116,Sheel Mahal- Near Hawa Mahal,3040,Deluxe Room,Jaipur,Jaipur,134,9.2,1.0,Not included,Free cancellation
1117,Nirbana Palace - A Heritage Hotel and Spa,10080,Heritage Suite,"Bani Park, Jaipur",Jaipur,371,7.6,2.3,Not included,No Free cancellation
1118,Jai Mahal Palace,34200,Luxury Room City View,Jaipur,Jaipur,177,9.2,3.0,Not included,No Free cancellation
1119,Treebo Rama Hindustani,1388,Economy Double Room,Jaipur,Jaipur,43,7.5,12.0,Not included,No Free cancellation
1120,Friend India,999,Deluxe Double Room,Jaipur,Jaipur,213,8.3,1.1,Not included,No Free cancellation
1121,Townhouse Subhash Nagar formerly Royal Palazzo,1034,Classic Triple Room,Jaipur,Jaipur,2,6.5,3.1,Not included,Free cancellation
1122,Shahpura Residency,1841,Deluxe Double Room,"Tonk Road, Jaipur",Jaipur,24,6.8,10.0,Not included,No Free cancellation
1123,Clarks Amer,6374,Superior Double Room,Jaipur,Jaipur,217,6.4,7.9,Not included,No Free cancellation
1124,Diggi Palace - A City Center Hidden Heritage Gem,7111, Heritage Standard Room,"C Scheme, Jaipur",Jaipur,224,7.8,0.9,Not included,No Free cancellation
1125,"Brij Nest, Jaipur - An All Suite Boutique Hotel",9775,Premier Nest,Jaipur,Jaipur,148,8.9,8.0,Breakfast included,No Free cancellation
1126,House No 87A,702,Budget Double Room,Jaipur,Jaipur,46,8.0,7.1,Not included,Free cancellation
1127,66 Residencey,3195,Deluxe Room,"Civil Lines, Jaipur",Jaipur,22,7.3,3.9,Not included,No Free cancellation
1128,Hotel O Niwaru Road Formerly Hotel Mansa,735,Classic Triple Room,Jaipur,Jaipur,41,8.0,9.1,Not included,Free cancellation
1129,Hadendra Residences,3245,One-Bedroom Suite,Jaipur,Jaipur,5,10.0,8.3,Breakfast included,Free cancellation
1130,Chitawa Haveli jaIpur,2250,Double Room,"M.I. Road, Jaipur",Jaipur,6,9.2,1.9,Not included,Free cancellation
1131,The Oberoi Rajvilas Jaipur,57500,Premier Room with Garden View,Jaipur,Jaipur,256,9.5,8.1,Not included,No Free cancellation
1132,Harnawa Haveli,1500,Deluxe Room,Jaipur,Jaipur,0,7.0306546644844525,8.4,Breakfast included,No Free cancellation
1133,The Orion Express,849,Deluxe Room,"Malviya Nagar, Jaipur",Jaipur,105,6.6,8.1,Not included,No Free cancellation
